> 420 240 2939
162.774791 -215.250721 155.990311 -220.661163 Rouge
155.990311 -220.661163 155.990311 -229.338837 Gris
155.990311 -229.338837 162.774791 -234.749279 Marron
162.774791 -234.749279 171.234898 -232.818315 Rose
171.234898 -232.818315 175.000000 -225.000000 Jaune
205.000000 -225.000000 201.234898 -217.181685 Rouge
201.234898 -217.181685 192.774791 -215.250721 Marron
192.774791 -215.250721 185.990311 -220.661163 Orange
185.990311 -220.661163 185.990311 -229.338837 Rouge
185.990311 -229.338837 192.774791 -234.749279 Vert
192.774791 -234.749279 201.234898 -232.818315 Bleu
201.234898 -232.818315 205.000000 -225.000000 Jaune
235.000000 -225.000000 231.234898 -217.181685 Rouge
231.234898 -217.181685 222.774791 -215.250721 Violet
222.774791 -215.250721 215.990311 -220.661163 Orange
215.990311 -220.661163 215.990311 -229.338837 Noir
215.990311 -229.338837 222.774791 -234.749279 Rose
222.774791 -234.749279 231.234898 -232.818315 Rouge
231.234898 -232.818315 235.000000 -225.000000 Orange
265.000000 -225.000000 260.000000 -216.339746 Vert
260.000000 -216.339746 250.000000 -216.339746 Jaune
250.000000 -216.339746 245.000000 -225.000000 Orange
245.000000 -225.000000 250.000000 -233.660254 Orange
250.000000 -233.660254 260.000000 -233.660254 Noir
260.000000 -233.660254 265.000000 -225.000000 Orange
295.000000 -225.000000 285.000000 -215.000000 Rouge
285.000000 -215.000000 275.000000 -225.000000 Rouge
275.000000 -225.000000 285.000000 -235.000000 Marron
285.000000 -235.000000 295.000000 -225.000000 Bleu
325.000000 -225.000000 322.071068 -217.928932 Jaune
322.071068 -217.928932 315.000000 -215.000000 Rose
315.000000 -215.000000 307.928932 -217.928932 Gris
307.928932 -217.928932 305.000000 -225.000000 Rouge
305.000000 -225.000000 307.928932 -232.071068 Rose
307.928932 -232.071068 315.000000 -235.000000 Orange
315.000000 -235.000000 322.071068 -232.071068 Jaune
322.071068 -232.071068 325.000000 -225.000000 Rouge
355.000000 -225.000000 352.660444 -218.572124 Marron
352.660444 -218.572124 346.736482 -215.151922 Orange
346.736482 -215.151922 340.000000 -216.339746 Rouge
340.000000 -216.339746 335.603074 -221.579799 Vert
335.603074 -221.579799 335.603074 -228.420201 Bleu
335.603074 -228.420201 340.000000 -233.660254 Jaune
340.000000 -233.660254 346.736482 -234.848078 Rose
346.736482 -234.848078 352.660444 -231.427876 Jaune
352.660444 -231.427876 355.000000 -225.000000 Noir
385.000000 -225.000000 383.090170 -219.122147 Violet
383.090170 -219.122147 378.090170 -215.489435 Rouge
378.090170 -215.489435 371.909830 -215.489435 Jaune
371.909830 -215.489435 366.909830 -219.122147 Marron
366.909830 -219.122147 365.000000 -225.000000 Bleu
365.000000 -225.000000 366.909830 -230.877853 Vert
366.909830 -230.877853 371.909830 -234.510565 Orange
371.909830 -234.510565 378.090170 -234.510565 Rouge
378.090170 -234.510565 383.090170 -230.877853 Orange
383.090170 -230.877853 385.000000 -225.000000 Gris
415.000000 -225.000000 412.660444 -218.572124 Orange
412.660444 -218.572124 406.736482 -215.151922 Marron
406.736482 -215.151922 400.000000 -216.339746 Rose
400.000000 -216.339746 395.603074 -221.579799 Vert
395.603074 -221.579799 395.603074 -228.420201 Vert
395.603074 -228.420201 400.000000 -233.660254 Marron
400.000000 -233.660254 406.736482 -234.848078 Jaune
406.736482 -234.848078 412.660444 -231.427876 Violet
412.660444 -231.427876 415.000000 -225.000000 Violet
-395.000000 -195.000000 -400.000000 -186.339746 Jaune
-400.000000 -186.339746 -410.000000 -186.339746 Noir
-410.000000 -186.339746 -415.000000 -195.000000 Gris
-415.000000 -195.000000 -410.000000 -203.660254 Bleu
-410.000000 -203.660254 -400.000000 -203.660254 Rose
-400.000000 -203.660254 -395.000000 -195.000000 Violet
-365.000000 -195.000000 -366.909830 -189.122147 Vert
-366.909830 -189.122147 -371.909830 -185.489435 Orange
-371.909830 -185.489435 -378.090170 -185.489435 Orange
-378.090170 -185.489435 -383.090170 -189.122147 Marron
-383.090170 -189.122147 -385.000000 -195.000000 Orange
-385.000000 -195.000000 -383.090170 -200.877853 Violet
-383.090170 -200.877853 -378.090170 -204.510565 Orange
-378.090170 -204.510565 -371.909830 -204.510565 Rouge
-371.909830 -204.510565 -366.909830 -200.877853 Bleu
-366.909830 -200.877853 -365.000000 -195.000000 Rouge
-335.000000 -195.000000 -340.000000 -186.339746 Jaune
-340.000000 -186.339746 -350.000000 -186.339746 Jaune
-350.000000 -186.339746 -355.000000 -195.000000 Bleu
-355.000000 -195.000000 -350.000000 -203.660254 Violet
-350.000000 -203.660254 -340.000000 -203.660254 Vert
-340.000000 -203.660254 -335.000000 -195.000000 Vert
-305.000000 -195.000000 -306.909830 -189.122147 Violet
-306.909830 -189.122147 -311.909830 -185.489435 Vert
-311.909830 -185.489435 -318.090170 -185.489435 Bleu
-318.090170 -185.489435 -323.090170 -189.122147 Rouge
-323.090170 -189.122147 -325.000000 -195.000000 Gris
-325.000000 -195.000000 -323.090170 -200.877853 Marron
-323.090170 -200.877853 -318.090170 -204.510565 Marron
-318.090170 -204.510565 -311.909830 -204.510565 Noir
-311.909830 -204.510565 -306.909830 -200.877853 Jaune
-306.909830 -200.877853 -305.000000 -195.000000 Violet
-275.000000 -195.000000 -278.765102 -187.181685 Noir
-278.765102 -187.181685 -287.225209 -185.250721 Jaune
-287.225209 -185.250721 -294.009689 -190.661163 Vert
-294.009689 -190.661163 -294.009689 -199.338837 Rose
-294.009689 -199.338837 -287.225209 -204.749279 Bleu
-287.225209 -204.749279 -278.765102 -202.818315 Vert
-278.765102 -202.818315 -275.000000 -195.000000 Bleu
-245.000000 -195.000000 -247.928932 -187.928932 Bleu
-247.928932 -187.928932 -255.000000 -185.000000 Jaune
-255.000000 -185.000000 -262.071068 -187.928932 Marron
-262.071068 -187.928932 -265.000000 -195.000000 Marron
-265.000000 -195.000000 -262.071068 -202.071068 Orange
-262.071068 -202.071068 -255.000000 -205.000000 Marron
-255.000000 -205.000000 -247.928932 -202.071068 Rose
-247.928932 -202.071068 -245.000000 -195.000000 Jaune
-215.000000 -195.000000 -217.339556 -188.572124 Gris
-217.339556 -188.572124 -223.263518 -185.151922 Gris
-223.263518 -185.151922 -230.000000 -186.339746 Orange
-230.000000 -186.339746 -234.396926 -191.579799 Violet
-234.396926 -191.579799 -234.396926 -198.420201 Rouge
-234.396926 -198.420201 -230.000000 -203.660254 Bleu
-230.000000 -203.660254 -223.263518 -204.848078 Marron
-223.263518 -204.848078 -217.339556 -201.427876 Rose
-217.339556 -201.427876 -215.000000 -195.000000 Vert
-185.000000 -195.000000 -195.000000 -185.000000 Orange
-195.000000 -185.000000 -205.000000 -195.000000 Rouge
-205.000000 -195.000000 -195.000000 -205.000000 Rouge
-195.000000 -205.000000 -185.000000 -195.000000 Gris
-155.000000 -195.000000 -160.000000 -186.339746 Violet
-160.000000 -186.339746 -170.000000 -186.339746 Gris
-170.000000 -186.339746 -175.000000 -195.000000 Violet
-175.000000 -195.000000 -170.000000 -203.660254 Rouge
-170.000000 -203.660254 -160.000000 -203.660254 Orange
-160.000000 -203.660254 -155.000000 -195.000000 Rose
-125.000000 -195.000000 -127.339556 -188.572124 Marron
-127.339556 -188.572124 -133.263518 -185.151922 Noir
-133.263518 -185.151922 -140.000000 -186.339746 Rose
-140.000000 -186.339746 -144.396926 -191.579799 Jaune
-144.396926 -191.579799 -144.396926 -198.420201 Rouge
-144.396926 -198.420201 -140.000000 -203.660254 Rouge
-140.000000 -203.660254 -133.263518 -204.848078 Orange
-133.263518 -204.848078 -127.339556 -201.427876 Rose
-127.339556 -201.427876 -125.000000 -195.000000 Jaune
-95.000000 -195.000000 -101.909830 -185.489435 Noir
-101.909830 -185.489435 -113.090170 -189.122147 Gris
-113.090170 -189.122147 -113.090170 -200.877853 Rose
-113.090170 -200.877853 -101.909830 -204.510565 Noir
-101.909830 -204.510565 -95.000000 -195.000000 Violet
-65.000000 -195.000000 -68.765102 -187.181685 Rose
-68.765102 -187.181685 -77.225209 -185.250721 Marron
-77.225209 -185.250721 -84.009689 -190.661163 Bleu
-84.009689 -190.661163 -84.009689 -199.338837 Vert
-84.009689 -199.338837 -77.225209 -204.749279 Rouge
-77.225209 -204.749279 -68.765102 -202.818315 Gris
-68.765102 -202.818315 -65.000000 -195.000000 Gris
-35.000000 -195.000000 -50.000000 -186.339746 Rouge
-50.000000 -186.339746 -50.000000 -203.660254 Rouge
-50.000000 -203.660254 -35.000000 -195.000000 Vert
-5.000000 -195.000000 -10.000000 -186.339746 Noir
-10.000000 -186.339746 -20.000000 -186.339746 Violet
-20.000000 -186.339746 -25.000000 -195.000000 Rouge
-25.000000 -195.000000 -20.000000 -203.660254 Rose
-20.000000 -203.660254 -10.000000 -203.660254 Bleu
-10.000000 -203.660254 -5.000000 -195.000000 Vert
25.000000 -195.000000 20.000000 -186.339746 Jaune
20.000000 -186.339746 10.000000 -186.339746 Marron
10.000000 -186.339746 5.000000 -195.000000 Jaune
5.000000 -195.000000 10.000000 -203.660254 Rose
10.000000 -203.660254 20.000000 -203.660254 Rose
20.000000 -203.660254 25.000000 -195.000000 Rouge
55.000000 -195.000000 50.000000 -186.339746 Rouge
50.000000 -186.339746 40.000000 -186.339746 Rouge
40.000000 -186.339746 35.000000 -195.000000 Rouge
35.000000 -195.000000 40.000000 -203.660254 Orange
40.000000 -203.660254 50.000000 -203.660254 Bleu
50.000000 -203.660254 55.000000 -195.000000 Gris
85.000000 -195.000000 83.090170 -189.122147 Noir
83.090170 -189.122147 78.090170 -185.489435 Orange
78.090170 -185.489435 71.909830 -185.489435 Gris
71.909830 -185.489435 66.909830 -189.122147 Bleu
66.909830 -189.122147 65.000000 -195.000000 Vert
65.000000 -195.000000 66.909830 -200.877853 Noir
66.909830 -200.877853 71.909830 -204.510565 Vert
71.909830 -204.510565 78.090170 -204.510565 Violet
78.090170 -204.510565 83.090170 -200.877853 Marron
83.090170 -200.877853 85.000000 -195.000000 Orange
115.000000 -195.000000 110.000000 -186.339746 Orange
110.000000 -186.339746 100.000000 -186.339746 Jaune
100.000000 -186.339746 95.000000 -195.000000 Gris
95.000000 -195.000000 100.000000 -203.660254 Jaune
100.000000 -203.660254 110.000000 -203.660254 Rose
110.000000 -203.660254 115.000000 -195.000000 Vert
145.000000 -195.000000 135.000000 -185.000000 Rouge
135.000000 -185.000000 125.000000 -195.000000 Jaune
125.000000 -195.000000 135.000000 -205.000000 Bleu
135.000000 -205.000000 145.000000 -195.000000 Rouge
175.000000 -195.000000 171.234898 -187.181685 Jaune
171.234898 -187.181685 162.774791 -185.250721 Vert
162.774791 -185.250721 155.990311 -190.661163 Noir
155.990311 -190.661163 155.990311 -199.338837 Orange
155.990311 -199.338837 162.774791 -204.749279 Bleu
162.774791 -204.749279 171.234898 -202.818315 Gris
171.234898 -202.818315 175.000000 -195.000000 Orange
205.000000 -195.000000 201.234898 -187.181685 Violet
201.234898 -187.181685 192.774791 -185.250721 Rose
192.774791 -185.250721 185.990311 -190.661163 Rouge
185.990311 -190.661163 185.990311 -199.338837 Bleu
185.990311 -199.338837 192.774791 -204.749279 Orange
192.774791 -204.749279 201.234898 -202.818315 Violet
201.234898 -202.818315 205.000000 -195.000000 Orange
235.000000 -195.000000 230.000000 -186.339746 Jaune
230.000000 -186.339746 220.000000 -186.339746 Rose
220.000000 -186.339746 215.000000 -195.000000 Gris
215.000000 -195.000000 220.000000 -203.660254 Noir
220.000000 -203.660254 230.000000 -203.660254 Orange
230.000000 -203.660254 235.000000 -195.000000 Jaune
265.000000 -195.000000 258.090170 -185.489435 Bleu
258.090170 -185.489435 246.909830 -189.122147 Noir
246.909830 -189.122147 246.909830 -200.877853 Gris
246.909830 -200.877853 258.090170 -204.510565 Gris
258.090170 -204.510565 265.000000 -195.000000 Bleu
295.000000 -195.000000 280.000000 -186.339746 Vert
280.000000 -186.339746 280.000000 -203.660254 Noir
280.000000 -203.660254 295.000000 -195.000000 Bleu
325.000000 -195.000000 315.000000 -185.000000 Marron
315.000000 -185.000000 305.000000 -195.000000 Bleu
305.000000 -195.000000 315.000000 -205.000000 Marron
315.000000 -205.000000 325.000000 -195.000000 Rouge
355.000000 -195.000000 351.234898 -187.181685 Violet
351.234898 -187.181685 342.774791 -185.250721 Marron
342.774791 -185.250721 335.990311 -190.661163 Rouge
335.990311 -190.661163 335.990311 -199.338837 Jaune
335.990311 -199.338837 342.774791 -204.749279 Violet
342.774791 -204.749279 351.234898 -202.818315 Bleu
351.234898 -202.818315 355.000000 -195.000000 Noir
385.000000 -195.000000 370.000000 -186.339746 Bleu
370.000000 -186.339746 370.000000 -203.660254 Orange
370.000000 -203.660254 385.000000 -195.000000 Marron
415.000000 -195.000000 410.000000 -186.339746 Violet
410.000000 -186.339746 400.000000 -186.339746 Rouge
400.000000 -186.339746 395.000000 -195.000000 Jaune
395.000000 -195.000000 400.000000 -203.660254 Violet
400.000000 -203.660254 410.000000 -203.660254 Marron
410.000000 -203.660254 415.000000 -195.000000 Jaune
-395.000000 -165.000000 -400.000000 -156.339746 Orange
-400.000000 -156.339746 -410.000000 -156.339746 Orange
-410.000000 -156.339746 -415.000000 -165.000000 Gris
-415.000000 -165.000000 -410.000000 -173.660254 Violet
-410.000000 -173.660254 -400.000000 -173.660254 Marron
-400.000000 -173.660254 -395.000000 -165.000000 Gris
-365.000000 -165.000000 -368.765102 -157.181685 Rouge
-368.765102 -157.181685 -377.225209 -155.250721 Vert
-377.225209 -155.250721 -384.009689 -160.661163 Marron
-384.009689 -160.661163 -384.009689 -169.338837 Rose
-384.009689 -169.338837 -377.225209 -174.749279 Vert
-377.225209 -174.749279 -368.765102 -172.818315 Vert
-368.765102 -172.818315 -365.000000 -165.000000 Jaune
-335.000000 -165.000000 -341.909830 -155.489435 Gris
-341.909830 -155.489435 -353.090170 -159.122147 Jaune
-353.090170 -159.122147 -353.090170 -170.877853 Noir
-353.090170 -170.877853 -341.909830 -174.510565 Marron
-341.909830 -174.510565 -335.000000 -165.000000 Rose
-305.000000 -165.000000 -320.000000 -156.339746 Gris
-320.000000 -156.339746 -320.000000 -173.660254 Marron
-320.000000 -173.660254 -305.000000 -165.000000 Jaune
-275.000000 -165.000000 -277.928932 -157.928932 Rouge
-277.928932 -157.928932 -285.000000 -155.000000 Violet
-285.000000 -155.000000 -292.071068 -157.928932 Orange
-292.071068 -157.928932 -295.000000 -165.000000 Marron
-295.000000 -165.000000 -292.071068 -172.071068 Jaune
-292.071068 -172.071068 -285.000000 -175.000000 Gris
-285.000000 -175.000000 -277.928932 -172.071068 Noir
-277.928932 -172.071068 -275.000000 -165.000000 Gris
-245.000000 -165.000000 -248.765102 -157.181685 Orange
-248.765102 -157.181685 -257.225209 -155.250721 Gris
-257.225209 -155.250721 -264.009689 -160.661163 Jaune
-264.009689 -160.661163 -264.009689 -169.338837 Noir
-264.009689 -169.338837 -257.225209 -174.749279 Orange
-257.225209 -174.749279 -248.765102 -172.818315 Bleu
-248.765102 -172.818315 -245.000000 -165.000000 Vert
-215.000000 -165.000000 -216.909830 -159.122147 Vert
-216.909830 -159.122147 -221.909830 -155.489435 Jaune
-221.909830 -155.489435 -228.090170 -155.489435 Jaune
-228.090170 -155.489435 -233.090170 -159.122147 Orange
-233.090170 -159.122147 -235.000000 -165.000000 Bleu
-235.000000 -165.000000 -233.090170 -170.877853 Gris
-233.090170 -170.877853 -228.090170 -174.510565 Violet
-228.090170 -174.510565 -221.909830 -174.510565 Jaune
-221.909830 -174.510565 -216.909830 -170.877853 Gris
-216.909830 -170.877853 -215.000000 -165.000000 Rose
-185.000000 -165.000000 -187.339556 -158.572124 Violet
-187.339556 -158.572124 -193.263518 -155.151922 Noir
-193.263518 -155.151922 -200.000000 -156.339746 Vert
-200.000000 -156.339746 -204.396926 -161.579799 Jaune
-204.396926 -161.579799 -204.396926 -168.420201 Jaune
-204.396926 -168.420201 -200.000000 -173.660254 Jaune
-200.000000 -173.660254 -193.263518 -174.848078 Gris
-193.263518 -174.848078 -187.339556 -171.427876 Vert
-187.339556 -171.427876 -185.000000 -165.000000 Bleu
-155.000000 -165.000000 -156.909830 -159.122147 Violet
-156.909830 -159.122147 -161.909830 -155.489435 Orange
-161.909830 -155.489435 -168.090170 -155.489435 Rouge
-168.090170 -155.489435 -173.090170 -159.122147 Rouge
-173.090170 -159.122147 -175.000000 -165.000000 Marron
-175.000000 -165.000000 -173.090170 -170.877853 Vert
-173.090170 -170.877853 -168.090170 -174.510565 Orange
-168.090170 -174.510565 -161.909830 -174.510565 Noir
-161.909830 -174.510565 -156.909830 -170.877853 Bleu
-156.909830 -170.877853 -155.000000 -165.000000 Jaune
-125.000000 -165.000000 -126.909830 -159.122147 Gris
-126.909830 -159.122147 -131.909830 -155.489435 Vert
-131.909830 -155.489435 -138.090170 -155.489435 Marron
-138.090170 -155.489435 -143.090170 -159.122147 Orange
-143.090170 -159.122147 -145.000000 -165.000000 Rouge
-145.000000 -165.000000 -143.090170 -170.877853 Noir
-143.090170 -170.877853 -138.090170 -174.510565 Noir
-138.090170 -174.510565 -131.909830 -174.510565 Jaune
-131.909830 -174.510565 -126.909830 -170.877853 Rouge
-126.909830 -170.877853 -125.000000 -165.000000 Orange
-95.000000 -165.000000 -101.909830 -155.489435 Orange
-101.909830 -155.489435 -113.090170 -159.122147 Rouge
-113.090170 -159.122147 -113.090170 -170.877853 Vert
-113.090170 -170.877853 -101.909830 -174.510565 Jaune
-101.909830 -174.510565 -95.000000 -165.000000 Violet
-65.000000 -165.000000 -80.000000 -156.339746 Bleu
-80.000000 -156.339746 -80.000000 -173.660254 Noir
-80.000000 -173.660254 -65.000000 -165.000000 Vert
-35.000000 -165.000000 -36.909830 -159.122147 Rose
-36.909830 -159.122147 -41.909830 -155.489435 Marron
-41.909830 -155.489435 -48.090170 -155.489435 Noir
-48.090170 -155.489435 -53.090170 -159.122147 Rose
-53.090170 -159.122147 -55.000000 -165.000000 Bleu
-55.000000 -165.000000 -53.090170 -170.877853 Noir
-53.090170 -170.877853 -48.090170 -174.510565 Noir
-48.090170 -174.510565 -41.909830 -174.510565 Noir
-41.909830 -174.510565 -36.909830 -170.877853 Gris
-36.909830 -170.877853 -35.000000 -165.000000 Orange
-5.000000 -165.000000 -8.765102 -157.181685 Marron
-8.765102 -157.181685 -17.225209 -155.250721 Marron
-17.225209 -155.250721 -24.009689 -160.661163 Vert
-24.009689 -160.661163 -24.009689 -169.338837 Rouge
-24.009689 -169.338837 -17.225209 -174.749279 Rouge
-17.225209 -174.749279 -8.765102 -172.818315 Jaune
-8.765102 -172.818315 -5.000000 -165.000000 Orange
25.000000 -165.000000 21.234898 -157.181685 Bleu
21.234898 -157.181685 12.774791 -155.250721 Rouge
12.774791 -155.250721 5.990311 -160.661163 Gris
5.990311 -160.661163 5.990311 -169.338837 Marron
5.990311 -169.338837 12.774791 -174.749279 Orange
12.774791 -174.749279 21.234898 -172.818315 Violet
21.234898 -172.818315 25.000000 -165.000000 Orange
55.000000 -165.000000 53.090170 -159.122147 Marron
53.090170 -159.122147 48.090170 -155.489435 Vert
48.090170 -155.489435 41.909830 -155.489435 Rose
41.909830 -155.489435 36.909830 -159.122147 Violet
36.909830 -159.122147 35.000000 -165.000000 Violet
35.000000 -165.000000 36.909830 -170.877853 Violet
36.909830 -170.877853 41.909830 -174.510565 Jaune
41.909830 -174.510565 48.090170 -174.510565 Jaune
48.090170 -174.510565 53.090170 -170.877853 Jaune
53.090170 -170.877853 55.000000 -165.000000 Bleu
85.000000 -165.000000 70.000000 -156.339746 Violet
70.000000 -156.339746 70.000000 -173.660254 Gris
70.000000 -173.660254 85.000000 -165.000000 Marron
115.000000 -165.000000 113.090170 -159.122147 Vert
113.090170 -159.122147 108.090170 -155.489435 Gris
108.090170 -155.489435 101.909830 -155.489435 Vert
101.909830 -155.489435 96.909830 -159.122147 Jaune
96.909830 -159.122147 95.000000 -165.000000 Orange
95.000000 -165.000000 96.909830 -170.877853 Bleu
96.909830 -170.877853 101.909830 -174.510565 Rouge
101.909830 -174.510565 108.090170 -174.510565 Rose
108.090170 -174.510565 113.090170 -170.877853 Gris
113.090170 -170.877853 115.000000 -165.000000 Vert
145.000000 -165.000000 141.234898 -157.181685 Rose
141.234898 -157.181685 132.774791 -155.250721 Rose
132.774791 -155.250721 125.990311 -160.661163 Bleu
125.990311 -160.661163 125.990311 -169.338837 Gris
125.990311 -169.338837 132.774791 -174.749279 Jaune
132.774791 -174.749279 141.234898 -172.818315 Rouge
141.234898 -172.818315 145.000000 -165.000000 Jaune
175.000000 -165.000000 170.000000 -156.339746 Violet
170.000000 -156.339746 160.000000 -156.339746 Rose
160.000000 -156.339746 155.000000 -165.000000 Rose
155.000000 -165.000000 160.000000 -173.660254 Violet
160.000000 -173.660254 170.000000 -173.660254 Rose
170.000000 -173.660254 175.000000 -165.000000 Violet
205.000000 -165.000000 190.000000 -156.339746 Rose
190.000000 -156.339746 190.000000 -173.660254 Marron
190.000000 -173.660254 205.000000 -165.000000 Rose
235.000000 -165.000000 232.071068 -157.928932 Vert
232.071068 -157.928932 225.000000 -155.000000 Vert
