> 200 150 200
-52.532889 123.637347 -59.257248 121.846659 Rouge
-72.382480 117.627517 -78.760326 115.206465 Rouge
-91.090555 109.762630 -97.021307 106.749397 Rouge
-108.362078 100.166722 -113.752203 96.608827 Rouge
-123.924667 88.991124 -128.689159 84.944679 Rouge
-137.532889 76.412083 -141.596611 71.940901 Rouge
-148.972136 62.627978 -152.270999 57.802573 Rouge
-158.062003 47.856192 -160.543983 42.752664 Rouge
-164.659137 32.329685 -166.285092 27.028520 Rouge
-168.659499 16.293320 -169.403786 10.878120 Rouge
-170.000000 0.000000 -169.850881 -5.443835 Rouge
-168.659499 -16.293320 -167.619326 -21.679937 Rouge
-164.659137 -32.329685 -162.744315 -37.574134 Rouge
-158.062003 -47.856192 -155.302728 -52.875764 Rouge
-148.972136 -62.627978 -145.411924 -67.343511 Rouge
-137.532889 -76.412083 -133.227888 -80.749211 Rouge
-123.924667 -88.991124 -118.942768 -92.881448 Rouge
-108.362078 -100.166722 -102.781850 -103.548889 Rouge
-91.090555 -109.762630 -85.000000 -112.583302 Rouge
-72.382480 -117.627517 -65.877650 -119.842210 Rouge
-52.532889 -123.637347 -45.716370 -125.211134 Rouge
-31.854823 -127.697343 -24.834115 -128.605403 Rouge
-10.674388 -129.743475 -3.560211 -129.971489 Rouge
10.674388 -129.743475 17.769839 -129.287846 Rouge
31.854823 -127.697343 38.819648 -126.565257 Rouge
52.532889 -123.637347 59.257248 -121.846659 Rouge
72.382480 -117.627517 78.760326 -115.206465 Rouge
91.090555 -109.762630 97.021307 -106.749397 Rouge
108.362078 -100.166722 113.752203 -96.608827 Rouge
123.924667 -88.991124 128.689159 -84.944679 Rouge
137.532889 -76.412083 141.596611 -71.940901 Rouge
148.972136 -62.627978 152.270999 -57.802573 Rouge
158.062003 -47.856192 160.543983 -42.752664 Rouge
164.659137 -32.329685 166.285092 -27.028520 Rouge
168.659499 -16.293320 169.403786 -10.878120 Rouge
140.000000 0.000000 139.877196 4.606322 Vert
138.896058 13.786656 138.039445 18.344562 Vert
135.601643 27.355888 134.024730 31.793498 Vert
130.168708 40.493701 127.896364 44.741031 Vert
122.682935 52.992904 119.750996 56.982971 Vert
113.262379 64.656378 109.717084 68.326256 Vert
102.055608 75.300182 97.952868 78.591995 Vert
89.239359 84.756457 84.643876 87.618291 Vert
75.015751 92.876072 70.000000 95.262794 Vert
59.609101 99.530976 54.252182 101.404947 Vert
43.262379 104.616217 37.648775 105.947882 Vert
26.233384 108.051598 20.451624 108.819957 Vert
8.790673 109.782940 2.931939 109.975875 Vert
-8.790673 109.782940 -14.633985 109.397408 Vert
-26.233384 108.051598 -31.969122 107.093679 Vert
-43.262379 104.616217 -48.800087 103.101019 Vert
-59.609101 99.530976 -64.861445 97.482394 Vert
-75.015751 92.876072 -79.899899 90.326413 Vert
-89.239359 84.756457 -93.678285 81.745931 Vert
-102.055608 75.300182 -105.979308 71.876266 Vert
-113.262379 64.656378 -116.608974 60.873070 Vert
-122.682935 52.992904 -125.399646 48.909870 Vert
-130.168708 40.493701 -132.212692 36.175331 Vert
-135.601643 27.355888 -136.940664 22.870286 Vert
-138.896058 13.786656 -139.509000 9.204563 Vert
-140.000000 0.000000 -139.877196 -4.606322 Vert
-138.896058 -13.786656 -138.039445 -18.344562 Vert
-135.601643 -27.355888 -134.024730 -31.793498 Vert
-130.168708 -40.493701 -127.896364 -44.741031 Vert
-122.682935 -52.992904 -119.750996 -56.982971 Vert
-113.262379 -64.656378 -109.717084 -68.326256 Vert
-102.055608 -75.300182 -97.952868 -78.591995 Vert
-89.239359 -84.756457 -84.643876 -87.618291 Vert
-75.015751 -92.876072 -70.000000 -95.262794 Vert
-59.609101 -99.530976 -54.252182 -101.404947 Vert
-43.262379 -104.616217 -37.648775 -105.947882 Vert
-26.233384 -108.051598 -20.451624 -108.819957 Vert
-8.790673 -109.782940 -2.931939 -109.975875 Vert
8.790673 -109.782940 14.633985 -109.397408 Vert
26.233384 -108.051598 31.969122 -107.093679 Vert
43.262379 -104.616217 48.800087 -103.101019 Vert
59.609101 -99.530976 64.861445 -97.482394 Vert
75.015751 -92.876072 79.899899 -90.326413 Vert
89.239359 -84.756457 93.678285 -81.745931 Vert
102.055608 -75.300182 105.979308 -71.876266 Vert
113.262379 -64.656378 116.608974 -60.873070 Vert
122.682935 -52.992904 125.399646 -48.909870 Vert
130.168708 -40.493701 132.212692 -36.175331 Vert
135.601643 -27.355888 136.940664 -22.870286 Vert
138.896058 -13.786656 139.509000 -9.204563 Vert
110.000000 0.000000 109.903511 3.768809 Noir
109.132617 11.279991 108.459564 15.009187 Noir
106.544148 22.382090 105.305145 26.012862 Noir
102.275413 33.131210 100.490000 36.606298 Noir
96.393735 43.357831 94.090069 46.622431 Noir
88.991869 52.900673 86.206280 55.903300 Noir
80.186549 61.609240 76.962967 64.302541 Noir
70.116639 69.346192 66.505903 71.687693 Noir
58.940947 75.989513 55.000000 77.942286 Noir
46.835722 81.434435 42.626715 82.967684 Noir
33.991869 85.595086 29.581180 86.684631 Noir
20.611945 88.405853 16.069133 89.034510 Noir
6.906957 89.822406 2.303666 89.980262 Noir
-6.906957 89.822406 -11.498131 89.506971 Noir
-20.611945 88.405853 -25.118596 87.622101 Noir
-33.991869 85.595086 -38.342925 84.355379 Noir
-46.835722 81.434435 -50.962564 79.758322 Noir
-58.940947 75.989513 -62.778492 73.903429 Noir
-70.116639 69.346192 -73.604367 66.883034 Noir
-80.186549 61.609240 -83.269456 58.807854 Noir
-88.991869 52.900673 -91.621336 49.805239 Noir
-96.393735 43.357831 -98.528294 40.017166 Noir
-102.275413 33.131210 -103.881401 29.597998 Noir
-106.544148 22.382090 -107.596236 18.712052 Noir
-109.132617 11.279991 -109.614215 7.531006 Noir
-110.000000 0.000000 -109.903511 -3.768809 Noir
-109.132617 -11.279991 -108.459564 -15.009187 Noir
-106.544148 -22.382090 -105.305145 -26.012862 Noir
-102.275413 -33.131210 -100.490000 -36.606298 Noir
-96.393735 -43.357831 -94.090069 -46.622431 Noir
-88.991869 -52.900673 -86.206280 -55.903300 Noir
-80.186549 -61.609240 -76.962967 -64.302541 Noir
-70.116639 -69.346192 -66.505903 -71.687693 Noir
-58.940947 -75.989513 -55.000000 -77.942286 Noir
-46.835722 -81.434435 -42.626715 -82.967684 Noir
-33.991869 -85.595086 -29.581180 -86.684631 Noir
-20.611945 -88.405853 -16.069133 -89.034510 Noir
-6.906957 -89.822406 -2.303666 -89.980262 Noir
6.906957 -89.822406 11.498131 -89.506971 Noir
20.611945 -88.405853 25.118596 -87.622101 Noir
33.991869 -85.595086 38.342925 -84.355379 Noir
46.835722 -81.434435 50.962564 -79.758322 Noir
58.940947 -75.989513 62.778492 -73.903429 Noir
70.116639 -69.346192 73.604367 -66.883034 Noir
80.186549 -61.609240 83.269456 -58.807854 Noir
88.991869 -52.900673 91.621336 -49.805239 Noir
96.393735 -43.357831 98.528294 -40.017166 Noir
102.275413 -33.131210 103.881401 -29.597998 Noir
106.544148 -22.382090 107.596236 -18.712052 Noir
109.132617 -11.279991 109.614215 -7.531006 Noir
