> 400 300 720
-181.596200 -267.301957 -175.348459 -269.638214 Bleu
-162.694657 -274.063637 -156.292451 -276.151456 Bleu
-143.347180 -280.074128 -136.808057 -281.907786 Bleu
-123.606798 -285.316955 -116.948682 -286.891427 Bleu
-103.527618 -289.777748 -96.768758 -291.088718 Bleu
-83.164676 -293.444280 -76.323598 -294.488155 Bleu
-62.573786 -296.306502 -55.669240 -297.080421 Bleu
-41.811385 -298.356569 -34.862297 -298.858409 Bleu
-20.934382 -299.588860 -13.959799 -299.817248 Bleu
-0.000000 -300.000000 6.980963 -299.954309 Bleu
20.934382 -299.588860 27.902589 -299.269215 Bleu
41.811385 -298.356569 48.747737 -297.763845 Bleu
62.573786 -296.306502 69.459271 -295.442326 Bleu
83.164676 -293.444280 89.980422 -292.311019 Bleu
103.527618 -289.777748 110.254942 -288.378509 Bleu
123.606798 -285.316955 130.227262 -283.655573 Bleu
143.347180 -280.074128 149.842637 -278.155156 Bleu
162.694657 -274.063637 169.047305 -271.892336 Bleu
181.596200 -267.301957 187.788625 -264.884278 Bleu
200.000000 -259.807621 206.015230 -257.150190 Bleu
217.855614 -251.601170 223.677161 -248.711272 Bleu
235.114101 -242.705098 240.726009 -239.590653 Bleu
251.728156 -233.143788 257.115044 -229.813333 Bleu
267.652243 -222.943448 272.799344 -219.406110 Bleu
282.842712 -212.132034 287.735920 -208.397511 Bleu
297.257930 -200.739182 301.883832 -196.817709 Bleu
310.858385 -188.796117 315.204301 -184.698443 Bleu
323.606798 -176.335576 327.660818 -172.072931 Bleu
335.468227 -163.391711 339.219238 -158.975779 Bleu
346.410162 -150.000000 349.847883 -145.442886 Bleu
356.402610 -136.197150 359.517619 -131.511344 Bleu
365.418183 -122.020993 368.201941 -117.219339 Bleu
373.432171 -107.510385 375.877048 -102.606043 Bleu
380.422607 -92.705098 382.521902 -87.711511 Bleu
386.370331 -77.645714 388.118291 -72.576569 Bleu
391.259040 -62.373507 392.650873 -57.242699 Bleu
395.075336 -46.930340 396.107227 -41.751930 Bleu
397.808758 -31.358539 398.477879 -26.146723 Bleu
399.451814 -15.700787 399.756331 -10.469849 Bleu
360.000000 0.000000 359.945170 4.886674 Rouge
359.506633 14.654068 359.123058 19.531813 Rouge
358.027882 29.267970 357.316615 34.123416 Rouge
355.567803 43.801650 354.530791 48.621490 Rouge
352.133136 58.215273 350.773223 62.986295 Rouge
347.733297 72.469333 346.054211 77.178460 Rouge
342.380346 86.524758 340.386687 91.159083 Rouge
336.088954 100.343026 333.786188 104.889846 Rouge
328.876365 113.886260 326.270803 118.333113 Rouge
320.762349 127.117340 317.861133 131.452038 Rouge
311.769145 140.000000 308.580228 144.210661 Rouge
301.921404 152.498930 298.453526 156.574013 Rouge
291.246118 164.579871 287.508784 168.508206 Rouge
279.772546 176.209709 275.776000 179.980531 Rouge
267.532137 187.356570 263.287333 190.959541 Rouge
254.558441 197.989899 250.077013 201.415144 Rouge
240.887018 208.080551 236.181250 211.318682 Rouge
226.555341 217.600869 221.638131 220.643011 Rouge
211.602691 226.524758 206.487517 229.362572 Rouge
196.070053 234.827759 190.770935 237.453467 Rouge
180.000000 242.487113 174.531463 244.893518 Rouge
163.436580 249.481827 157.813613 251.662333 Rouge
146.425192 255.792728 140.663206 257.741359 Rouge
129.012462 261.402519 123.127252 263.113934 Rouge
111.246118 266.295825 105.253814 267.765332 Rouge
93.174856 270.459231 87.091882 271.682803 Rouge
74.848209 273.881328 68.691238 274.855611 Rouge
56.316407 276.552735 50.102316 277.275059 Rouge
37.630247 278.466131 31.376067 278.934515 Rouge
18.840944 279.616270 12.563819 279.829432 Rouge
0.000000 280.000000 -6.282866 279.957355 Rouge
-18.840944 279.616270 -25.112331 279.317934 Rouge
-37.630247 278.466131 -43.872964 277.912922 Rouge
-56.316407 276.552735 -62.513344 275.746171 Rouge
-74.848209 273.881328 -80.982380 272.823618 Rouge
-93.174856 270.459231 -99.229448 269.153275 Rouge
-111.246118 266.295825 -117.204536 264.745201 Rouge
-129.012462 261.402519 -134.858374 259.611479 Rouge
-146.425192 255.792728 -152.142574 253.766180 Rouge
-163.436580 249.481827 -169.009763 247.225326 Rouge
-180.000000 242.487113 -185.413707 240.006844 Rouge
-196.070053 234.827759 -201.309445 232.130520 Rouge
-211.602691 226.524758 -216.653408 223.617943 Rouge
-226.555341 217.600869 -231.403539 214.492444 Rouge
-240.887018 208.080551 -245.519410 204.779036 Rouge
-254.558441 197.989899 -258.962328 194.504344 Rouge
-267.532137 187.356570 -271.695449 183.696528 Rouge
-279.772546 176.209709 -283.683871 172.385213 Rouge
-291.246118 164.579871 -294.894736 160.601402 Rouge
-301.921404 152.498930 -305.297315 148.377394 Rouge
-311.769145 140.000000 -314.863095 135.746694 Rouge
-320.762349 127.117340 -323.565857 122.743921 Rouge
-328.876365 113.886260 -331.381747 109.404716 Rouge
-336.088954 100.343026 -338.289343 95.765640 Rouge
-342.380346 86.524758 -344.269712 81.864077 Rouge
-347.733297 72.469333 -349.306461 67.738131 Rouge
-352.133136 58.215273 -353.385786 53.426519 Rouge
-355.567803 43.801650 -356.496505 38.968468 Rouge
-358.027882 29.267970 -358.630091 24.403608 Rouge
-359.506633 14.654068 -359.780698 9.771859 Rouge
-360.000000 0.000000 -359.945170 -4.886674 Rouge
-359.506633 -14.654068 -359.123058 -19.531813 Rouge
-358.027882 -29.267970 -357.316615 -34.123416 Rouge
-355.567803 -43.801650 -354.530791 -48.621490 Rouge
-352.133136 -58.215273 -350.773223 -62.986295 Rouge
-347.733297 -72.469333 -346.054211 -77.178460 Rouge
-342.380346 -86.524758 -340.386687 -91.159083 Rouge
-336.088954 -100.343026 -333.786188 -104.889846 Rouge
-328.876365 -113.886260 -326.270803 -118.333113 Rouge
-320.762349 -127.117340 -317.861133 -131.452038 Rouge
-311.769145 -140.000000 -308.580228 -144.210661 Rouge
-301.921404 -152.498930 -298.453526 -156.574013 Rouge
-291.246118 -164.579871 -287.508784 -168.508206 Rouge
-279.772546 -176.209709 -275.776000 -179.980531 Rouge
-267.532137 -187.356570 -263.287333 -190.959541 Rouge
-254.558441 -197.989899 -250.077013 -201.415144 Rouge
-240.887018 -208.080551 -236.181250 -211.318682 Rouge
-226.555341 -217.600869 -221.638131 -220.643011 Rouge
-211.602691 -226.524758 -206.487517 -229.362572 Rouge
-196.070053 -234.827759 -190.770935 -237.453467 Rouge
-180.000000 -242.487113 -174.531463 -244.893518 Rouge
-163.436580 -249.481827 -157.813613 -251.662333 Rouge
-146.425192 -255.792728 -140.663206 -257.741359 Rouge
-129.012462 -261.402519 -123.127252 -263.113934 Rouge
-111.246118 -266.295825 -105.253814 -267.765332 Rouge
-93.174856 -270.459231 -87.091882 -271.682803 Rouge
-74.848209 -273.881328 -68.691238 -274.855611 Rouge
-56.316407 -276.552735 -50.102316 -277.275059 Rouge
-37.630247 -278.466131 -31.376067 -278.934515 Rouge
-18.840944 -279.616270 -12.563819 -279.829432 Rouge
-0.000000 -280.000000 6.282866 -279.957355 Rouge
18.840944 -279.616270 25.112331 -279.317934 Rouge
37.630247 -278.466131 43.872964 -277.912922 Rouge
56.316407 -276.552735 62.513344 -275.746171 Rouge
74.848209 -273.881328 80.982380 -272.823618 Rouge
93.174856 -270.459231 99.229448 -269.153275 Rouge
111.246118 -266.295825 117.204536 -264.745201 Rouge
129.012462 -261.402519 134.858374 -259.611479 Rouge
146.425192 -255.792728 152.142574 -253.766180 Rouge
163.436580 -249.481827 169.009763 -247.225326 Rouge
180.000000 -242.487113 185.413707 -240.006844 Rouge
196.070053 -234.827759 201.309445 -232.130520 Rouge
211.602691 -226.524758 216.653408 -223.617943 Rouge
226.555341 -217.600869 231.403539 -214.492444 Rouge
240.887018 -208.080551 245.519410 -204.779036 Rouge
254.558441 -197.989899 258.962328 -194.504344 Rouge
267.532137 -187.356570 271.695449 -183.696528 Rouge
279.772546 -176.209709 283.683871 -172.385213 Rouge
291.246118 -164.579871 294.894736 -160.601402 Rouge
301.921404 -152.498930 305.297315 -148.377394 Rouge
311.769145 -140.000000 314.863095 -135.746694 Rouge
320.762349 -127.117340 323.565857 -122.743921 Rouge
328.876365 -113.886260 331.381747 -109.404716 Rouge
336.088954 -100.343026 338.289343 -95.765640 Rouge
342.380346 -86.524758 344.269712 -81.864077 Rouge
347.733297 -72.469333 349.306461 -67.738131 Rouge
352.133136 -58.215273 353.385786 -53.426519 Rouge
355.567803 -43.801650 356.496505 -38.968468 Rouge
358.027882 -29.267970 358.630091 -24.403608 Rouge
359.506633 -14.654068 359.780698 -9.771859 Rouge
320.000000 0.000000 319.951262 4.537626 Vert
319.561451 13.607349 319.220496 18.136683 Vert
318.247007 27.177400 317.614769 31.686029 Vert
316.060269 40.672961 315.138481 45.148526 Vert
313.007232 54.057040 311.798421 58.487274 Vert
309.096264 67.292952 307.603743 71.665713 Vert
304.338085 80.344419 302.565944 84.647720 Vert
298.745736 93.175667 296.698833 97.397714 Vert
292.334546 105.751527 290.018492 109.880748 Vert
285.122088 118.037530 282.543230 122.062606 Vert
277.128129 130.000000 274.293536 133.909899 Vert
268.374582 141.606149 265.292023 145.390155 Vert
258.885438 152.824166 255.563363 156.471906 Vert
248.686708 163.623302 245.134222 167.124779 Vert
237.806344 173.973958 234.033185 177.319574 Vert
226.274170 183.847763 222.290679 187.028348 Vert
214.121794 193.217655 209.938889 196.224491 Vert
201.382525 202.057950 197.011672 204.882796 Vert
188.091281 210.344419 183.544460 212.979532 Vert
174.284491 218.054348 169.574165 220.492505 Vert
160.000000 225.166605 155.139078 227.401124 Vert
145.276960 231.661696 140.278767 233.686452 Vert
130.155726 237.521819 125.033961 239.331262 Vert
114.677744 242.730911 109.446446 244.320081 Vert
98.885438 247.274694 93.558946 248.639237 Vert
82.822094 251.140715 77.415007 252.276889 Vert
66.531741 254.318376 61.058879 255.223068 Vert
50.059029 256.798969 44.535392 257.469698 Vert
33.449108 258.575693 27.889838 259.010622 Vert
16.747506 259.643679 11.167839 259.841615 Vert
0.000000 260.000000 -5.584770 259.960401 Vert
-16.747506 259.643679 -22.322072 259.366653 Vert
-33.449108 258.575693 -38.998190 258.061999 Vert
-50.059029 256.798969 -55.567417 256.050016 Vert
-66.531741 254.318376 -71.984337 253.336217 Vert
-82.822094 251.140715 -88.203954 249.928041 Vert
-98.885438 247.274694 -104.181809 245.834830 Vert
-114.677744 242.730911 -119.874110 241.067802 Vert
-130.155726 237.521819 -135.237844 235.640025 Vert
-145.276960 231.661696 -150.230900 229.566374 Vert
-160.000000 225.166605 -164.812184 222.863498 Vert
-174.284491 218.054348 -178.941729 215.549769 Vert
-188.091281 210.344419 -192.580807 207.645233 Vert
-201.382525 202.057950 -205.692035 199.171555 Vert
-214.121794 193.217655 -218.239475 190.151962 Vert
-226.274170 183.847763 -230.188736 180.611176 Vert
-237.806344 173.973958 -241.507066 170.575348 Vert
-248.686708 163.623302 -252.163441 160.071984 Vert
-258.885438 152.824166 -262.128654 149.129873 Vert
-268.374582 141.606149 -271.375391 137.779009 Vert
-277.128129 130.000000 -279.878306 126.050501 Vert
-285.122088 118.037530 -287.614095 113.976498 Vert
-292.334546 105.751527 -294.561553 101.590093 Vert
-298.745736 93.175667 -300.701639 88.925237 Vert
-304.338085 80.344419 -306.017522 76.016643 Vert
-309.096264 67.292952 -310.494632 62.899693 Vert
-313.007232 54.057040 -314.120699 49.610339 Vert
-316.060269 40.672961 -316.885782 36.185006 Vert
-318.247007 27.177400 -318.782303 22.660493 Vert
-319.561451 13.607349 -319.805065 9.073869 Vert
-320.000000 0.000000 -319.951262 -4.537626 Vert
-319.561451 -13.607349 -319.220496 -18.136683 Vert
-318.247007 -27.177400 -317.614769 -31.686029 Vert
-316.060269 -40.672961 -315.138481 -45.148526 Vert
-313.007232 -54.057040 -311.798421 -58.487274 Vert
-309.096264 -67.292952 -307.603743 -71.665713 Vert
-304.338085 -80.344419 -302.565944 -84.647720 Vert
-298.745736 -93.175667 -296.698833 -97.397714 Vert
-292.334546 -105.751527 -290.018492 -109.880748 Vert
-285.122088 -118.037530 -282.543230 -122.062606 Vert
-277.128129 -130.000000 -274.293536 -133.909899 Vert
-268.374582 -141.606149 -265.292023 -145.390155 Vert
-258.885438 -152.824166 -255.563363 -156.471906 Vert
-248.686708 -163.623302 -245.134222 -167.124779 Vert
-237.806344 -173.973958 -234.033185 -177.319574 Vert
-226.274170 -183.847763 -222.290679 -187.028348 Vert
-214.121794 -193.217655 -209.938889 -196.224491 Vert
-201.382525 -202.057950 -197.011672 -204.882796 Vert
-188.091281 -210.344419 -183.544460 -212.979532 Vert
-174.284491 -218.054348 -169.574165 -220.492505 Vert
-160.000000 -225.166605 -155.139078 -227.401124 Vert
-145.276960 -231.661696 -140.278767 -233.686452 Vert
-130.155726 -237.521819 -125.033961 -239.331262 Vert
-114.677744 -242.730911 -109.446446 -244.320081 Vert
-98.885438 -247.274694 -93.558946 -248.639237 Vert
-82.822094 -251.140715 -77.415007 -252.276889 Vert
-66.531741 -254.318376 -61.058879 -255.223068 Vert
-50.059029 -256.798969 -44.535392 -257.469698 Vert
-33.449108 -258.575693 -27.889838 -259.010622 Vert
-16.747506 -259.643679 -11.167839 -259.841615 Vert
-0.000000 -260.000000 5.584770 -259.960401 Vert
16.747506 -259.643679 22.322072 -259.366653 Vert
33.449108 -258.575693 38.998190 -258.061999 Vert
50.059029 -256.798969 55.567417 -256.050016 Vert
66.531741 -254.318376 71.984337 -253.336217 Vert
82.822094 -251.140715 88.203954 -249.928041 Vert
98.885438 -247.274694 104.181809 -245.834830 Vert
114.677744 -242.730911 119.874110 -241.067802 Vert
130.155726 -237.521819 135.237844 -235.640025 Vert
145.276960 -231.661696 150.230900 -229.566374 Vert
160.000000 -225.166605 164.812184 -222.863498 Vert
174.284491 -218.054348 178.941729 -215.549769 Vert
188.091281 -210.344419 192.580807 -207.645233 Vert
201.382525 -202.057950 205.692035 -199.171555 Vert
214.121794 -193.217655 218.239475 -190.151962 Vert
226.274170 -183.847763 230.188736 -180.611176 Vert
237.806344 -173.973958 241.507066 -170.575348 Vert
248.686708 -163.623302 252.163441 -160.071984 Vert
258.885438 -152.824166 262.128654 -149.129873 Vert
268.374582 -141.606149 271.375391 -137.779009 Vert
277.128129 -130.000000 279.878306 -126.050501 Vert
285.122088 -118.037530 287.614095 -113.976498 Vert
292.334546 -105.751527 294.561553 -101.590093 Vert
298.745736 -93.175667 300.701639 -88.925237 Vert
304.338085 -80.344419 306.017522 -76.016643 Vert
309.096264 -67.292952 310.494632 -62.899693 Vert
313.007232 -54.057040 314.120699 -49.610339 Vert
316.060269 -40.672961 316.885782 -36.185006 Vert
318.247007 -27.177400 318.782303 -22.660493 Vert
319.561451 -13.607349 319.805065 -9.073869 Vert
280.000000 0.000000 279.957355 4.188578 Noir
279.616270 12.560629 279.317934 16.741554 Noir
278.466131 25.086831 277.912922 29.248642 Noir
276.552735 37.544272 275.746171 41.675563 Noir
273.881328 49.898806 272.823618 53.988253 Noir
270.459231 62.116571 269.153275 66.152965 Noir
266.295825 74.164079 264.745201 78.136357 Noir
261.402519 86.008308 259.611479 89.905582 Noir
255.792728 97.616794 253.766180 101.428383 Noir
249.481827 108.957720 247.225326 112.673175 Noir
242.487113 120.000000 240.006844 123.609138 Noir
234.827759 130.713368 232.130520 134.206297 Noir
226.524758 141.068461 223.617943 144.435606 Noir
217.600869 151.036894 214.492444 154.269026 Noir
208.080551 160.591346 204.779036 163.679606 Noir
197.989899 169.705627 194.504344 172.641552 Noir
187.356570 178.354758 183.696528 181.130299 Noir
176.209709 186.515031 172.385213 189.122581 Noir
164.579871 194.164079 160.601402 196.596491 Noir
152.498930 201.280936 148.377394 203.531543 Noir
140.000000 207.846097 135.746694 209.908730 Noir
127.117340 213.841566 122.743921 215.710571 Noir
113.886260 219.250910 109.404716 220.921165 Noir
100.343026 224.059302 95.765640 225.526229 Noir
86.524758 228.253564 81.864077 229.513141 Noir
72.469333 231.822198 67.738131 232.870974 Noir
58.215273 234.755424 53.426519 235.590524 Noir
43.801650 237.045202 38.968468 237.664336 Noir
29.267970 238.685255 24.403608 239.086728 Noir
14.654068 239.671088 9.771859 239.853798 Noir
0.000000 240.000000 -4.886674 239.963447 Noir
-14.654068 239.671088 -19.531813 239.415372 Noir
-29.267970 238.685255 -34.123416 238.211076 Noir
-43.801650 237.045202 -48.621490 236.353861 Noir
-58.215273 234.755424 -62.986295 233.848816 Noir
-72.469333 231.822198 -77.178460 230.702807 Noir
-86.524758 228.253564 -91.159083 226.924458 Noir
-100.343026 224.059302 -104.889846 222.524125 Noir
-113.886260 219.250910 -118.333113 217.513869 Noir
-127.117340 213.841566 -131.452038 211.907422 Noir
-140.000000 207.846097 -144.210661 205.720152 Noir
-152.498930 201.280936 -156.574013 198.969017 Noir
-164.579871 194.164079 -168.508206 191.672522 Noir
-176.209709 186.515031 -179.980531 183.850666 Noir
-187.356570 178.354758 -190.959541 175.524888 Noir
-197.989899 169.705627 -201.415144 166.718009 Noir
-208.080551 160.591346 -211.318682 157.454167 Noir
-217.600869 151.036894 -220.643011 147.758754 Noir
-226.524758 141.068461 -229.362572 137.658345 Noir
-234.827759 130.713368 -237.453467 127.180623 Noir
-242.487113 120.000000 -244.893518 116.354309 Noir
-249.481827 108.957720 -251.662333 105.209075 Noir
-255.792728 97.616794 -257.741359 93.775471 Noir
-261.402519 86.008308 -263.113934 82.084834 Noir
-266.295825 74.164079 -267.765332 70.169209 Noir
-270.459231 62.116571 -271.682803 58.061255 Noir
-273.881328 49.898806 -274.855611 45.794159 Noir
-276.552735 37.544272 -277.275059 33.401544 Noir
-278.466131 25.086831 -278.934515 20.917378 Noir
-279.616270 12.560629 -279.829432 8.375879 Noir
-280.000000 0.000000 -279.957355 -4.188578 Noir
-279.616270 -12.560629 -279.317934 -16.741554 Noir
-278.466131 -25.086831 -277.912922 -29.248642 Noir
-276.552735 -37.544272 -275.746171 -41.675563 Noir
-273.881328 -49.898806 -272.823618 -53.988253 Noir
-270.459231 -62.116571 -269.153275 -66.152965 Noir
-266.295825 -74.164079 -264.745201 -78.136357 Noir
-261.402519 -86.008308 -259.611479 -89.905582 Noir
-255.792728 -97.616794 -253.766180 -101.428383 Noir
-249.481827 -108.957720 -247.225326 -112.673175 Noir
-242.487113 -120.000000 -240.006844 -123.609138 Noir
-234.827759 -130.713368 -232.130520 -134.206297 Noir
-226.524758 -141.068461 -223.617943 -144.435606 Noir
-217.600869 -151.036894 -214.492444 -154.269026 Noir
-208.080551 -160.591346 -204.779036 -163.679606 Noir
-197.989899 -169.705627 -194.504344 -172.641552 Noir
-187.356570 -178.354758 -183.696528 -181.130299 Noir
-176.209709 -186.515031 -172.385213 -189.122581 Noir
-164.579871 -194.164079 -160.601402 -196.596491 Noir
-152.498930 -201.280936 -148.377394 -203.531543 Noir
-140.000000 -207.846097 -135.746694 -209.908730 Noir
-127.117340 -213.841566 -122.743921 -215.710571 Noir
-113.886260 -219.250910 -109.404716 -220.921165 Noir
-100.343026 -224.059302 -95.765640 -225.526229 Noir
-86.524758 -228.253564 -81.864077 -229.513141 Noir
-72.469333 -231.822198 -67.738131 -232.870974 Noir
-58.215273 -234.755424 -53.426519 -235.590524 Noir
-43.801650 -237.045202 -38.968468 -237.664336 Noir
-29.267970 -238.685255 -24.403608 -239.086728 Noir
-14.654068 -239.671088 -9.771859 -239.853798 Noir
-0.000000 -240.000000 4.886674 -239.963447 Noir
14.654068 -239.671088 19.531813 -239.415372 Noir
29.267970 -238.685255 34.123416 -238.211076 Noir
43.801650 -237.045202 48.621490 -236.353861 Noir
58.215273 -234.755424 62.986295 -233.848816 Noir
72.469333 -231.822198 77.178460 -230.702807 Noir
86.524758 -228.253564 91.159083 -226.924458 Noir
100.343026 -224.059302 104.889846 -222.524125 Noir
113.886260 -219.250910 118.333113 -217.513869 Noir
127.117340 -213.841566 131.452038 -211.907422 Noir
140.000000 -207.846097 144.210661 -205.720152 Noir
152.498930 -201.280936 156.574013 -198.969017 Noir
164.579871 -194.164079 168.508206 -191.672522 Noir
176.209709 -186.515031 179.980531 -183.850666 Noir
187.356570 -178.354758 190.959541 -175.524888 Noir
197.989899 -169.705627 201.415144 -166.718009 Noir
208.080551 -160.591346 211.318682 -157.454167 Noir
217.600869 -151.036894 220.643011 -147.758754 Noir
226.524758 -141.068461 229.362572 -137.658345 Noir
234.827759 -130.713368 237.453467 -127.180623 Noir
242.487113 -120.000000 244.893518 -116.354309 Noir
249.481827 -108.957720 251.662333 -105.209075 Noir
255.792728 -97.616794 257.741359 -93.775471 Noir
261.402519 -86.008308 263.113934 -82.084834 Noir
266.295825 -74.164079 267.765332 -70.169209 Noir
270.459231 -62.116571 271.682803 -58.061255 Noir
273.881328 -49.898806 274.855611 -45.794159 Noir
276.552735 -37.544272 277.275059 -33.401544 Noir
278.466131 -25.086831 278.934515 -20.917378 Noir
279.616270 -12.560629 279.829432 -8.375879 Noir
240.000000 0.000000 239.963447 3.839529 Jaune
239.671088 11.513910 239.415372 15.346424 Jaune
238.685255 22.996262 238.211076 26.811256 Jaune
237.045202 34.415582 236.353861 38.202599 Jaune
234.755424 45.740572 233.848816 49.489232 Jaune
231.822198 56.940190 230.702807 60.640218 Jaune
228.253564 67.983739 226.924458 71.624994 Jaune
224.059302 78.840949 222.524125 82.413451 Jaune
219.250910 89.482061 217.513869 92.976018 Jaune
213.841566 99.877910 211.907422 103.283744 Jaune
207.846097 110.000000 205.720152 113.308376 Jaune
201.280936 119.820588 198.969017 123.022439 Jaune
194.164079 129.312756 191.672522 132.399305 Jaune
186.515031 138.450486 183.850666 141.413274 Jaune
178.354758 147.208733 175.524888 150.039639 Jaune
169.705627 155.563492 166.718009 158.254756 Jaune
160.591346 163.491862 157.454167 166.036108 Jaune
151.036894 170.972112 147.758754 173.362366 Jaune
141.068461 177.983739 137.658345 180.213450 Jaune
130.713368 184.507525 127.180623 186.570581 Jaune
120.000000 190.525589 116.354309 192.416336 Jaune
108.957720 196.021435 105.209075 197.734690 Jaune
97.616794 200.980001 93.775471 202.511068 Jaune
86.008308 205.387694 82.084834 206.732377 Jaune
74.164079 209.232434 70.169209 210.387046 Jaune
62.116571 212.503682 58.061255 213.465060 Jaune
49.898806 215.192472 45.794159 215.957980 Jaune
37.544272 217.291435 33.401544 217.858975 Jaune
25.086831 218.794817 20.917378 219.162834 Jaune
12.560629 219.698498 8.375879 219.865982 Jaune
0.000000 220.000000 -4.188578 219.966493 Jaune
-12.560629 219.698498 -16.741554 219.464091 Jaune
-25.086831 218.794817 -29.248642 218.360153 Jaune
-37.544272 217.291435 -41.675563 216.657706 Jaune
-49.898806 215.192472 -53.988253 214.361414 Jaune
-62.116571 212.503682 -66.152965 211.477573 Jaune
-74.164079 209.232434 -78.136357 208.014087 Jaune
-86.008308 205.387694 -89.905582 203.980448 Jaune
-97.616794 200.980001 -101.428383 199.387713 Jaune
-108.957720 196.021435 -112.673175 194.248470 Jaune
-120.000000 190.525589 -123.609138 188.576806 Jaune
-130.713368 184.507525 -134.206297 182.388266 Jaune
-141.068461 177.983739 -144.435606 175.699812 Jaune
-151.036894 170.972112 -154.269026 168.529777 Jaune
-160.591346 163.491862 -163.679606 160.897814 Jaune
-169.705627 155.563492 -172.641552 152.824842 Jaune
-178.354758 147.208733 -181.130299 144.332986 Jaune
-186.515031 138.450486 -189.122581 135.445525 Jaune
-194.164079 129.312756 -196.596491 126.186816 Jaune
